DateKey,Date,Day,Month,MonthName,MonthNumber,Quarter,Year
20211231,31-12-2021,Friday,December,Dec,12,4,2021
20200101,01-01-2020,Wednesday,January,Jan,1,1,2020
20200102,02-01-2020,Thursday,January,Jan,1,1,2020
20200103,03-01-2020,Friday,January,Jan,1,1,2020
20200104,04-01-2020,Saturday,January,Jan,1,1,2020
20200105,05-01-2020,Sunday,January,Jan,1,1,2020
20200106,06-01-2020,Monday,January,Jan,1,1,2020
20200107,07-01-2020,Tuesday,January,Jan,1,1,2020
20200108,08-01-2020,Wednesday,January,Jan,1,1,2020
20200109,09-01-2020,Thursday,January,Jan,1,1,2020
20200110,10-01-2020,Friday,January,Jan,1,1,2020
20200111,11-01-2020,Saturday,January,Jan,1,1,2020
20200112,12-01-2020,Sunday,January,Jan,1,1,2020
20200113,13-01-2020,Monday,January,Jan,1,1,2020
20200114,14-01-2020,Tuesday,January,Jan,1,1,2020
20200115,15-01-2020,Wednesday,January,Jan,1,1,2020
20200116,16-01-2020,Thursday,January,Jan,1,1,2020
20200117,17-01-2020,Friday,January,Jan,1,1,2020
20200118,18-01-2020,Saturday,January,Jan,1,1,2020
20200119,19-01-2020,Sunday,January,Jan,1,1,2020
20200120,20-01-2020,Monday,January,Jan,1,1,2020
20200121,21-01-2020,Tuesday,January,Jan,1,1,2020
20200122,22-01-2020,Wednesday,January,Jan,1,1,2020
20200123,23-01-2020,Thursday,January,Jan,1,1,2020
20200124,24-01-2020,Friday,January,Jan,1,1,2020
20200125,25-01-2020,Saturday,January,Jan,1,1,2020
20200126,26-01-2020,Sunday,January,Jan,1,1,2020
20200127,27-01-2020,Monday,January,Jan,1,1,2020
20200128,28-01-2020,Tuesday,January,Jan,1,1,2020
20200129,29-01-2020,Wednesday,January,Jan,1,1,2020
20200130,30-01-2020,Thursday,January,Jan,1,1,2020
20200131,31-01-2020,Friday,January,Jan,1,1,2020
20200201,01-02-2020,Saturday,February,Feb,2,1,2020
20200202,02-02-2020,Sunday,February,Feb,2,1,2020
20200203,03-02-2020,Monday,February,Feb,2,1,2020
20200204,04-02-2020,Tuesday,February,Feb,2,1,2020
20200205,05-02-2020,Wednesday,February,Feb,2,1,2020
20200206,06-02-2020,Thursday,February,Feb,2,1,2020
20200207,07-02-2020,Friday,February,Feb,2,1,2020
20200208,08-02-2020,Saturday,February,Feb,2,1,2020
20200209,09-02-2020,Sunday,February,Feb,2,1,2020
20200210,10-02-2020,Monday,February,Feb,2,1,2020
20200211,11-02-2020,Tuesday,February,Feb,2,1,2020
20200212,12-02-2020,Wednesday,February,Feb,2,1,2020
20200213,13-02-2020,Thursday,February,Feb,2,1,2020
20200214,14-02-2020,Friday,February,Feb,2,1,2020
20200215,15-02-2020,Saturday,February,Feb,2,1,2020
20200216,16-02-2020,Sunday,February,Feb,2,1,2020
20200217,17-02-2020,Monday,February,Feb,2,1,2020
20200218,18-02-2020,Tuesday,February,Feb,2,1,2020
20200219,19-02-2020,Wednesday,February,Feb,2,1,2020
20200220,20-02-2020,Thursday,February,Feb,2,1,2020
20200221,21-02-2020,Friday,February,Feb,2,1,2020
20200222,22-02-2020,Saturday,February,Feb,2,1,2020
20200223,23-02-2020,Sunday,February,Feb,2,1,2020
20200224,24-02-2020,Monday,February,Feb,2,1,2020
20200225,25-02-2020,Tuesday,February,Feb,2,1,2020
20200226,26-02-2020,Wednesday,February,Feb,2,1,2020
20200227,27-02-2020,Thursday,February,Feb,2,1,2020
20200228,28-02-2020,Friday,February,Feb,2,1,2020
20200229,29-02-2020,Saturday,February,Feb,2,1,2020
20200301,01-03-2020,Sunday,March,Mar,3,1,2020
20200302,02-03-2020,Monday,March,Mar,3,1,2020
20200303,03-03-2020,Tuesday,March,Mar,3,1,2020
20200304,04-03-2020,Wednesday,March,Mar,3,1,2020
20200305,05-03-2020,Thursday,March,Mar,3,1,2020
20200306,06-03-2020,Friday,March,Mar,3,1,2020
20200307,07-03-2020,Saturday,March,Mar,3,1,2020
20200308,08-03-2020,Sunday,March,Mar,3,1,2020
20200309,09-03-2020,Monday,March,Mar,3,1,2020
20200310,10-03-2020,Tuesday,March,Mar,3,1,2020
20200311,11-03-2020,Wednesday,March,Mar,3,1,2020
20200312,12-03-2020,Thursday,March,Mar,3,1,2020
20200313,13-03-2020,Friday,March,Mar,3,1,2020
20200314,14-03-2020,Saturday,March,Mar,3,1,2020
20200315,15-03-2020,Sunday,March,Mar,3,1,2020
20200316,16-03-2020,Monday,March,Mar,3,1,2020
20200317,17-03-2020,Tuesday,March,Mar,3,1,2020
20200318,18-03-2020,Wednesday,March,Mar,3,1,2020
20200319,19-03-2020,Thursday,March,Mar,3,1,2020
20200320,20-03-2020,Friday,March,Mar,3,1,2020
20200321,21-03-2020,Saturday,March,Mar,3,1,2020
20200322,22-03-2020,Sunday,March,Mar,3,1,2020
20200323,23-03-2020,Monday,March,Mar,3,1,2020
20200324,24-03-2020,Tuesday,March,Mar,3,1,2020
20200325,25-03-2020,Wednesday,March,Mar,3,1,2020
20200326,26-03-2020,Thursday,March,Mar,3,1,2020
20200327,27-03-2020,Friday,March,Mar,3,1,2020
20200328,28-03-2020,Saturday,March,Mar,3,1,2020
20200329,29-03-2020,Sunday,March,Mar,3,1,2020
20200330,30-03-2020,Monday,March,Mar,3,1,2020
20200331,31-03-2020,Tuesday,March,Mar,3,1,2020
20200401,01-04-2020,Wednesday,April,Apr,4,2,2020
20200402,02-04-2020,Thursday,April,Apr,4,2,2020
20200403,03-04-2020,Friday,April,Apr,4,2,2020
20200404,04-04-2020,Saturday,April,Apr,4,2,2020
20200405,05-04-2020,Sunday,April,Apr,4,2,2020
20200406,06-04-2020,Monday,April,Apr,4,2,2020
20200407,07-04-2020,Tuesday,April,Apr,4,2,2020
20200408,08-04-2020,Wednesday,April,Apr,4,2,2020
20200409,09-04-2020,Thursday,April,Apr,4,2,2020
20200410,10-04-2020,Friday,April,Apr,4,2,2020
20200411,11-04-2020,Saturday,April,Apr,4,2,2020
20200412,12-04-2020,Sunday,April,Apr,4,2,2020
20200413,13-04-2020,Monday,April,Apr,4,2,2020
20200414,14-04-2020,Tuesday,April,Apr,4,2,2020
20200415,15-04-2020,Wednesday,April,Apr,4,2,2020
20200416,16-04-2020,Thursday,April,Apr,4,2,2020
20200417,17-04-2020,Friday,April,Apr,4,2,2020
20200418,18-04-2020,Saturday,April,Apr,4,2,2020
20200419,19-04-2020,Sunday,April,Apr,4,2,2020
20200420,20-04-2020,Monday,April,Apr,4,2,2020
20200421,21-04-2020,Tuesday,April,Apr,4,2,2020
20200422,22-04-2020,Wednesday,April,Apr,4,2,2020
20200423,23-04-2020,Thursday,April,Apr,4,2,2020
20200424,24-04-2020,Friday,April,Apr,4,2,2020
20200425,25-04-2020,Saturday,April,Apr,4,2,2020
20200426,26-04-2020,Sunday,April,Apr,4,2,2020
20200427,27-04-2020,Monday,April,Apr,4,2,2020
20200428,28-04-2020,Tuesday,April,Apr,4,2,2020
20200429,29-04-2020,Wednesday,April,Apr,4,2,2020
20200430,30-04-2020,Thursday,April,Apr,4,2,2020
20200501,01-05-2020,Friday,May,May,5,2,2020
20200502,02-05-2020,Saturday,May,May,5,2,2020
20200503,03-05-2020,Sunday,May,May,5,2,2020
20200504,04-05-2020,Monday,May,May,5,2,2020
20200505,05-05-2020,Tuesday,May,May,5,2,2020
20200506,06-05-2020,Wednesday,May,May,5,2,2020
20200507,07-05-2020,Thursday,May,May,5,2,2020
20200508,08-05-2020,Friday,May,May,5,2,2020
20200509,09-05-2020,Saturday,May,May,5,2,2020
20200510,10-05-2020,Sunday,May,May,5,2,2020
20200511,11-05-2020,Monday,May,May,5,2,2020
20200512,12-05-2020,Tuesday,May,May,5,2,2020
20200513,13-05-2020,Wednesday,May,May,5,2,2020
20200514,14-05-2020,Thursday,May,May,5,2,2020
20200515,15-05-2020,Friday,May,May,5,2,2020
20200516,16-05-2020,Saturday,May,May,5,2,2020
20200517,17-05-2020,Sunday,May,May,5,2,2020
20200518,18-05-2020,Monday,May,May,5,2,2020
20200519,19-05-2020,Tuesday,May,May,5,2,2020
20200520,20-05-2020,Wednesday,May,May,5,2,2020
20200521,21-05-2020,Thursday,May,May,5,2,2020
20200522,22-05-2020,Friday,May,May,5,2,2020
20200523,23-05-2020,Saturday,May,May,5,2,2020
20200524,24-05-2020,Sunday,May,May,5,2,2020
20200525,25-05-2020,Monday,May,May,5,2,2020
20200526,26-05-2020,Tuesday,May,May,5,2,2020
20200527,27-05-2020,Wednesday,May,May,5,2,2020
20200528,28-05-2020,Thursday,May,May,5,2,2020
20200529,29-05-2020,Friday,May,May,5,2,2020
20200530,30-05-2020,Saturday,May,May,5,2,2020
20200531,31-05-2020,Sunday,May,May,5,2,2020
20200601,01-06-2020,Monday,June,Jun,6,2,2020
20200602,02-06-2020,Tuesday,June,Jun,6,2,2020
20200603,03-06-2020,Wednesday,June,Jun,6,2,2020
20200604,04-06-2020,Thursday,June,Jun,6,2,2020
20200605,05-06-2020,Friday,June,Jun,6,2,2020
20200606,06-06-2020,Saturday,June,Jun,6,2,2020
20200607,07-06-2020,Sunday,June,Jun,6,2,2020
20200608,08-06-2020,Monday,June,Jun,6,2,2020
20200609,09-06-2020,Tuesday,June,Jun,6,2,2020
20200610,10-06-2020,Wednesday,June,Jun,6,2,2020
20200611,11-06-2020,Thursday,June,Jun,6,2,2020
20200612,12-06-2020,Friday,June,Jun,6,2,2020
20200613,13-06-2020,Saturday,June,Jun,6,2,2020
20200614,14-06-2020,Sunday,June,Jun,6,2,2020
20200615,15-06-2020,Monday,June,Jun,6,2,2020
20200616,16-06-2020,Tuesday,June,Jun,6,2,2020
20200617,17-06-2020,Wednesday,June,Jun,6,2,2020
20200618,18-06-2020,Thursday,June,Jun,6,2,2020
20200619,19-06-2020,Friday,June,Jun,6,2,2020
20200620,20-06-2020,Saturday,June,Jun,6,2,2020
20200621,21-06-2020,Sunday,June,Jun,6,2,2020
20200622,22-06-2020,Monday,June,Jun,6,2,2020
20200623,23-06-2020,Tuesday,June,Jun,6,2,2020
20200624,24-06-2020,Wednesday,June,Jun,6,2,2020
20200625,25-06-2020,Thursday,June,Jun,6,2,2020
20200626,26-06-2020,Friday,June,Jun,6,2,2020
20200627,27-06-2020,Saturday,June,Jun,6,2,2020
20200628,28-06-2020,Sunday,June,Jun,6,2,2020
20200629,29-06-2020,Monday,June,Jun,6,2,2020
20200630,30-06-2020,Tuesday,June,Jun,6,2,2020
20200701,01-07-2020,Wednesday,July,Jul,7,3,2020
20200702,02-07-2020,Thursday,July,Jul,7,3,2020
20200703,03-07-2020,Friday,July,Jul,7,3,2020
20200704,04-07-2020,Saturday,July,Jul,7,3,2020
20200705,05-07-2020,Sunday,July,Jul,7,3,2020
20200706,06-07-2020,Monday,July,Jul,7,3,2020
20200707,07-07-2020,Tuesday,July,Jul,7,3,2020
20200708,08-07-2020,Wednesday,July,Jul,7,3,2020
20200709,09-07-2020,Thursday,July,Jul,7,3,2020
20200710,10-07-2020,Friday,July,Jul,7,3,2020
20200711,11-07-2020,Saturday,July,Jul,7,3,2020
20200712,12-07-2020,Sunday,July,Jul,7,3,2020
20200713,13-07-2020,Monday,July,Jul,7,3,2020
20200714,14-07-2020,Tuesday,July,Jul,7,3,2020
20200715,15-07-2020,Wednesday,July,Jul,7,3,2020
20200716,16-07-2020,Thursday,July,Jul,7,3,2020
20200717,17-07-2020,Friday,July,Jul,7,3,2020
20200718,18-07-2020,Saturday,July,Jul,7,3,2020
20200719,19-07-2020,Sunday,July,Jul,7,3,2020
20200720,20-07-2020,Monday,July,Jul,7,3,2020
20200721,21-07-2020,Tuesday,July,Jul,7,3,2020
20200722,22-07-2020,Wednesday,July,Jul,7,3,2020
20200723,23-07-2020,Thursday,July,Jul,7,3,2020
20200724,24-07-2020,Friday,July,Jul,7,3,2020
20200725,25-07-2020,Saturday,July,Jul,7,3,2020
20200726,26-07-2020,Sunday,July,Jul,7,3,2020
20200727,27-07-2020,Monday,July,Jul,7,3,2020
20200728,28-07-2020,Tuesday,July,Jul,7,3,2020
20200729,29-07-2020,Wednesday,July,Jul,7,3,2020
20200730,30-07-2020,Thursday,July,Jul,7,3,2020
20200731,31-07-2020,Friday,July,Jul,7,3,2020
20200801,01-08-2020,Saturday,August,Aug,8,3,2020
20200802,02-08-2020,Sunday,August,Aug,8,3,2020
20200803,03-08-2020,Monday,August,Aug,8,3,2020
20200804,04-08-2020,Tuesday,August,Aug,8,3,2020
20200805,05-08-2020,Wednesday,August,Aug,8,3,2020
20200806,06-08-2020,Thursday,August,Aug,8,3,2020
20200807,07-08-2020,Friday,August,Aug,8,3,2020
20200808,08-08-2020,Saturday,August,Aug,8,3,2020
20200809,09-08-2020,Sunday,August,Aug,8,3,2020
20200810,10-08-2020,Monday,August,Aug,8,3,2020
20200811,11-08-2020,Tuesday,August,Aug,8,3,2020
20200812,12-08-2020,Wednesday,August,Aug,8,3,2020
20200813,13-08-2020,Thursday,August,Aug,8,3,2020
20200814,14-08-2020,Friday,August,Aug,8,3,2020
20200815,15-08-2020,Saturday,August,Aug,8,3,2020
20200816,16-08-2020,Sunday,August,Aug,8,3,2020
20200817,17-08-2020,Monday,August,Aug,8,3,2020
20200818,18-08-2020,Tuesday,August,Aug,8,3,2020
20200819,19-08-2020,Wednesday,August,Aug,8,3,2020
20200820,20-08-2020,Thursday,August,Aug,8,3,2020
20200821,21-08-2020,Friday,August,Aug,8,3,2020
20200822,22-08-2020,Saturday,August,Aug,8,3,2020
20200823,23-08-2020,Sunday,August,Aug,8,3,2020
20200824,24-08-2020,Monday,August,Aug,8,3,2020
20200825,25-08-2020,Tuesday,August,Aug,8,3,2020
20200826,26-08-2020,Wednesday,August,Aug,8,3,2020
20200827,27-08-2020,Thursday,August,Aug,8,3,2020
20200828,28-08-2020,Friday,August,Aug,8,3,2020
20200829,29-08-2020,Saturday,August,Aug,8,3,2020
20200830,30-08-2020,Sunday,August,Aug,8,3,2020
20200831,31-08-2020,Monday,August,Aug,8,3,2020
20200901,01-09-2020,Tuesday,September,Sep,9,3,2020
20200902,02-09-2020,Wednesday,September,Sep,9,3,2020
20200903,03-09-2020,Thursday,September,Sep,9,3,2020
20200904,04-09-2020,Friday,September,Sep,9,3,2020
20200905,05-09-2020,Saturday,September,Sep,9,3,2020
20200906,06-09-2020,Sunday,September,Sep,9,3,2020
20200907,07-09-2020,Monday,September,Sep,9,3,2020
20200908,08-09-2020,Tuesday,September,Sep,9,3,2020
20200909,09-09-2020,Wednesday,September,Sep,9,3,2020
20200910,10-09-2020,Thursday,September,Sep,9,3,2020
20200911,11-09-2020,Friday,September,Sep,9,3,2020
20200912,12-09-2020,Saturday,September,Sep,9,3,2020
20200913,13-09-2020,Sunday,September,Sep,9,3,2020
20200914,14-09-2020,Monday,September,Sep,9,3,2020
20200915,15-09-2020,Tuesday,September,Sep,9,3,2020
20200916,16-09-2020,Wednesday,September,Sep,9,3,2020
20200917,17-09-2020,Thursday,September,Sep,9,3,2020
20200918,18-09-2020,Friday,September,Sep,9,3,2020
20200919,19-09-2020,Saturday,September,Sep,9,3,2020
20200920,20-09-2020,Sunday,September,Sep,9,3,2020
20200921,21-09-2020,Monday,September,Sep,9,3,2020
20200922,22-09-2020,Tuesday,September,Sep,9,3,2020
20200923,23-09-2020,Wednesday,September,Sep,9,3,2020
20200924,24-09-2020,Thursday,September,Sep,9,3,2020
20200925,25-09-2020,Friday,September,Sep,9,3,2020
20200926,26-09-2020,Saturday,September,Sep,9,3,2020
20200927,27-09-2020,Sunday,September,Sep,9,3,2020
20200928,28-09-2020,Monday,September,Sep,9,3,2020
20200929,29-09-2020,Tuesday,September,Sep,9,3,2020
20200930,30-09-2020,Wednesday,September,Sep,9,3,2020
20201001,01-10-2020,Thursday,October,Oct,10,4,2020
20201002,02-10-2020,Friday,October,Oct,10,4,2020
20201003,03-10-2020,Saturday,October,Oct,10,4,2020
20201004,04-10-2020,Sunday,October,Oct,10,4,2020
20201005,05-10-2020,Monday,October,Oct,10,4,2020
20201006,06-10-2020,Tuesday,October,Oct,10,4,2020
20201007,07-10-2020,Wednesday,October,Oct,10,4,2020
20201008,08-10-2020,Thursday,October,Oct,10,4,2020
20201009,09-10-2020,Friday,October,Oct,10,4,2020
20201010,10-10-2020,Saturday,October,Oct,10,4,2020
20201011,11-10-2020,Sunday,October,Oct,10,4,2020
20201012,12-10-2020,Monday,October,Oct,10,4,2020
20201013,13-10-2020,Tuesday,October,Oct,10,4,2020
20201014,14-10-2020,Wednesday,October,Oct,10,4,2020
20201015,15-10-2020,Thursday,October,Oct,10,4,2020
20201016,16-10-2020,Friday,October,Oct,10,4,2020
20201017,17-10-2020,Saturday,October,Oct,10,4,2020
20201018,18-10-2020,Sunday,October,Oct,10,4,2020
20201019,19-10-2020,Monday,October,Oct,10,4,2020
20201020,20-10-2020,Tuesday,October,Oct,10,4,2020
20201021,21-10-2020,Wednesday,October,Oct,10,4,2020
20201022,22-10-2020,Thursday,October,Oct,10,4,2020
20201023,23-10-2020,Friday,October,Oct,10,4,2020
20201024,24-10-2020,Saturday,October,Oct,10,4,2020
20201025,25-10-2020,Sunday,October,Oct,10,4,2020
20201026,26-10-2020,Monday,October,Oct,10,4,2020
20201027,27-10-2020,Tuesday,October,Oct,10,4,2020
20201028,28-10-2020,Wednesday,October,Oct,10,4,2020
20201029,29-10-2020,Thursday,October,Oct,10,4,2020
20201030,30-10-2020,Friday,October,Oct,10,4,2020
20201031,31-10-2020,Saturday,October,Oct,10,4,2020
20201101,01-11-2020,Sunday,November,Nov,11,4,2020
20201102,02-11-2020,Monday,November,Nov,11,4,2020
20201103,03-11-2020,Tuesday,November,Nov,11,4,2020
20201104,04-11-2020,Wednesday,November,Nov,11,4,2020
20201105,05-11-2020,Thursday,November,Nov,11,4,2020
20201106,06-11-2020,Friday,November,Nov,11,4,2020
20201107,07-11-2020,Saturday,November,Nov,11,4,2020
20201108,08-11-2020,Sunday,November,Nov,11,4,2020
20201109,09-11-2020,Monday,November,Nov,11,4,2020
20201110,10-11-2020,Tuesday,November,Nov,11,4,2020
20201111,11-11-2020,Wednesday,November,Nov,11,4,2020
20201112,12-11-2020,Thursday,November,Nov,11,4,2020
20201113,13-11-2020,Friday,November,Nov,11,4,2020
20201114,14-11-2020,Saturday,November,Nov,11,4,2020
20201115,15-11-2020,Sunday,November,Nov,11,4,2020
20201116,16-11-2020,Monday,November,Nov,11,4,2020
20201117,17-11-2020,Tuesday,November,Nov,11,4,2020
20201118,18-11-2020,Wednesday,November,Nov,11,4,2020
20201119,19-11-2020,Thursday,November,Nov,11,4,2020
20201120,20-11-2020,Friday,November,Nov,11,4,2020
20201121,21-11-2020,Saturday,November,Nov,11,4,2020
20201122,22-11-2020,Sunday,November,Nov,11,4,2020
20201123,23-11-2020,Monday,November,Nov,11,4,2020
20201124,24-11-2020,Tuesday,November,Nov,11,4,2020
20201125,25-11-2020,Wednesday,November,Nov,11,4,2020
20201126,26-11-2020,Thursday,November,Nov,11,4,2020
20201127,27-11-2020,Friday,November,Nov,11,4,2020
20201128,28-11-2020,Saturday,November,Nov,11,4,2020
20201129,29-11-2020,Sunday,November,Nov,11,4,2020
20201130,30-11-2020,Monday,November,Nov,11,4,2020
20201201,01-12-2020,Tuesday,December,Dec,12,4,2020
20201202,02-12-2020,Wednesday,December,Dec,12,4,2020
20201203,03-12-2020,Thursday,December,Dec,12,4,2020
20201204,04-12-2020,Friday,December,Dec,12,4,2020
20201205,05-12-2020,Saturday,December,Dec,12,4,2020
20201206,06-12-2020,Sunday,December,Dec,12,4,2020
20201207,07-12-2020,Monday,December,Dec,12,4,2020
20201208,08-12-2020,Tuesday,December,Dec,12,4,2020
20201209,09-12-2020,Wednesday,December,Dec,12,4,2020
20201210,10-12-2020,Thursday,December,Dec,12,4,2020
20201211,11-12-2020,Friday,December,Dec,12,4,2020
20201212,12-12-2020,Saturday,December,Dec,12,4,2020
20201213,13-12-2020,Sunday,December,Dec,12,4,2020
20201214,14-12-2020,Monday,December,Dec,12,4,2020
20201215,15-12-2020,Tuesday,December,Dec,12,4,2020
20201216,16-12-2020,Wednesday,December,Dec,12,4,2020
20201217,17-12-2020,Thursday,December,Dec,12,4,2020
20201218,18-12-2020,Friday,December,Dec,12,4,2020
20201219,19-12-2020,Saturday,December,Dec,12,4,2020
20201220,20-12-2020,Sunday,December,Dec,12,4,2020
20201221,21-12-2020,Monday,December,Dec,12,4,2020
20201222,22-12-2020,Tuesday,December,Dec,12,4,2020
20201223,23-12-2020,Wednesday,December,Dec,12,4,2020
20201224,24-12-2020,Thursday,December,Dec,12,4,2020
20201225,25-12-2020,Friday,December,Dec,12,4,2020
20201226,26-12-2020,Saturday,December,Dec,12,4,2020
20201227,27-12-2020,Sunday,December,Dec,12,4,2020
20201228,28-12-2020,Monday,December,Dec,12,4,2020
20201229,29-12-2020,Tuesday,December,Dec,12,4,2020
20201230,30-12-2020,Wednesday,December,Dec,12,4,2020
